transaction_id,CLIENTNUM,transaction_datetime,amount,merchant_category,hour_of_day,is_foreign_transaction,distance_from_home_km,is_fraud
354,779701983,2024-12-17 11:00:00,85.31,ATM Withdrawal,11,0,9.4,0
355,779701983,2024-07-06 18:00:00,205.25,Online Retail,18,0,23.3,0
356,779701983,2024-01-25 03:00:00,29.76,Travel,3,0,10.0,0
357,779701983,2024-06-01 00:00:00,140.97,ATM Withdrawal,0,0,7.8,0
358,779701983,2024-01-05 11:00:00,83.74,Grocery,11,0,35.7,0
359,779701983,2024-08-13 15:00:00,41.41,Grocery,15,0,3.5,0
360,779701983,2024-01-14 13:00:00,227.7,Grocery,13,0,26.9,0
361,779701983,2024-04-11 09:00:00,24.3,Electronics,9,0,40.3,0
362,779701983,2024-11-03 08:00:00,47.99,Grocery,8,0,11.4,0
363,779701983,2024-12-13 13:00:00,55.85,Utility Bill,13,0,7.4,0
364,779701983,2024-03-06 20:00:00,40.73,ATM Withdrawal,20,0,16.8,0
365,779701983,2024-07-24 17:00:00,63.31,Electronics,17,0,16.4,0
366,779701983,2024-10-09 04:00:00,40.13,Restaurant,4,0,8.1,0
367,779701983,2024-04-10 08:00:00,78.9,Gas Station,8,0,32.8,0
368,779701983,2024-04-17 21:00:00,52.46,Gas Station,21,0,2.5,0
369,779701983,2024-05-11 16:00:00,29.22,Electronics,16,0,11.4,0
370,779701983,2024-03-28 20:00:00,61.94,Electronics,20,0,3.7,0
371,779701983,2024-10-20 17:00:00,76.99,Jewelry,17,0,1.2,0
372,719042208,2024-11-21 02:00:00,116.65,Restaurant,2,0,13.0,0
373,719042208,2024-07-29 00:00:00,59.64,ATM Withdrawal,0,0,10.8,0
374,719042208,2024-08-06 04:00:00,67.14,Online Retail,4,0,6.4,0
375,719042208,2024-02-11 10:00:00,30.09,Restaurant,10,0,17.0,0
376,719042208,2024-09-10 23:00:00,145.44,Online Retail,23,1,484.1,0
377,719042208,2024-05-12 13:00:00,35.98,Electronics,13,0,7.4,0
378,719042208,2024-09-01 14:00:00,74.47,Jewelry,14,0,2.1,0
379,719042208,2024-10-16 17:00:00,14.55,Electronics,17,0,62.0,0
380,719042208,2024-10-25 16:00:00,33.76,Online Retail,16,0,6.2,0
381,719042208,2024-11-20 21:00:00,198.6,Utility Bill,21,0,27.4,0
382,719042208,2024-12-11 16:00:00,267.89,Gas Station,16,0,17.0,0
383,719042208,2024-01-13 23:00:00,33.34,Travel,23,1,130.5,0
384,719042208,2024-06-01 16:00:00,77.6,Gas Station,16,0,5.4,0
385,719042208,2024-08-07 04:00:00,53.68,Gas Station,4,0,11.7,0
386,719042208,2024-08-14 01:00:00,32.66,Electronics,1,0,11.4,0
387,719042208,2024-12-20 16:00:00,56.53,Jewelry,16,0,9.4,0
388,717929133,2024-02-28 18:00:00,48.7,Gas Station,18,0,1.5,0
389,717929133,2024-06-12 00:00:00,17.27,Travel,0,0,8.7,0
390,717929133,2024-05-27 17:00:00,24.83,Gas Station,17,0,33.7,0
391,717929133,2024-02-07 06:00:00,102.32,Gas Station,6,1,179.0,0
392,717929133,2024-08-07 16:00:00,113.84,Grocery,16,0,33.5,0
393,717929133,2024-09-09 13:00:00,58.78,Gas Station,13,0,19.9,0
394,717929133,2024-02-16 10:00:00,7.05,Jewelry,10,0,11.2,0
395,714522258,2024-03-25 14:00:00,89.38,Restaurant,14,1,179.2,0
396,714522258,2024-11-25 06:00:00,25.62,Travel,6,0,6.3,0
397,714522258,2024-09-19 00:00:00,57.08,Electronics,0,0,14.3,0
398,714522258,2024-01-09 13:00:00,57.74,Restaurant,13,0,17.4,0
399,714522258,2024-10-10 12:00:00,45.99,ATM Withdrawal,12,0,0.1,0
400,714522258,2024-08-10 07:00:00,39.78,Restaurant,7,0,27.7,0
401,714522258,2024-05-31 14:00:00,39.15,Restaurant,14,0,29.9,0
402,714522258,2024-02-15 21:00:00,28.18,Travel,21,0,9.7,0
403,714522258,2024-10-19 16:00:00,104.91,Electronics,16,0,30.3,0
404,716244933,2024-12-18 21:00:00,40.31,ATM Withdrawal,21,0,17.2,0
405,716244933,2024-12-20 03:00:00,28.03,Online Retail,3,0,22.4,0
406,716244933,2024-01-06 17:00:00,29.2,Restaurant,17,0,19.2,0
407,716244933,2024-01-24 17:00:00,53.73,Utility Bill,17,0,18.4,0
408,716244933,2024-02-16 08:00:00,53.43,ATM Withdrawal,8,0,42.3,0
409,716244933,2024-02-29 01:00:00,23.96,Utility Bill,1,0,23.3,0
410,716244933,2024-06-29 05:00:00,32.86,Grocery,5,0,49.9,0
411,716244933,2024-12-08 20:00:00,32.41,Grocery,20,0,16.5,0
412,716244933,2024-12-11 03:00:00,68.73,Grocery,3,0,5.3,0
413,716244933,2024-11-21 04:00:00,41.31,Gas Station,4,0,7.3,0
414,716244933,2024-12-19 13:00:00,58.42,Restaurant,13,0,0.0,0
415,716244933,2024-09-23 08:00:00,42.35,Online Retail,8,0,19.7,0
416,716244933,2024-04-02 08:00:00,71.76,Restaurant,8,0,15.8,0
417,716244933,2024-12-11 07:00:00,26.32,Jewelry,7,0,13.0,0
418,716244933,2024-08-16 12:00:00,143.95,Gas Station,12,0,1.8,0
419,716244933,2024-01-11 05:00:00,28.06,Electronics,5,0,0.3,1
420,716244933,2024-07-03 02:00:00,86.23,Gas Station,2,0,11.4,0
421,716244933,2024-04-04 05:00:00,54.45,Utility Bill,5,0,9.1,0
422,716244933,2024-06-28 11:00:00,74.6,ATM Withdrawal,11,0,0.3,0
423,716244933,2024-12-25 20:00:00,43.44,Utility Bill,20,0,20.2,0
424,716244933,2024-02-29 03:00:00,38.08,Electronics,3,0,31.7,0
425,779749908,2024-09-19 07:00:00,63.07,ATM Withdrawal,7,0,2.5,0
426,779749908,2024-08-30 01:00:00,63.33,Utility Bill,1,0,9.6,0
427,779749908,2024-06-16 21:00:00,58.23,Online Retail,21,0,3.8,0
428,779749908,2024-07-04 09:00:00,43.51,Utility Bill,9,0,4.8,0
429,779749908,2024-09-21 10:00:00,108.9,Online Retail,10,0,44.2,0
430,779749908,2024-03-25 14:00:00,22.94,Utility Bill,14,0,17.6,0
431,779749908,2024-05-20 23:00:00,16.44,Electronics,23,0,47.5,0
432,779749908,2024-10-07 13:00:00,41.79,Electronics,13,0,4.8,0
433,713440833,2024-06-06 11:00:00,45.89,Gas Station,11,0,16.8,0
434,713440833,2024-07-16 10:00:00,24.71,Restaurant,10,0,16.1,0
435,713440833,2024-12-13 11:00:00,10.94,Gas Station,11,0,8.6,0
436,713440833,2024-09-15 21:00:00,50.26,Jewelry,21,0,0.2,0
437,713440833,2024-08-13 15:00:00,31.33,Restaurant,15,1,1132.8,0
438,713440833,2024-10-12 14:00:00,133.83,Online Retail,14,0,9.2,0
439,713440833,2024-09-22 11:00:00,72.53,ATM Withdrawal,11,0,0.1,0
440,713440833,2024-11-07 23:00:00,66.49,Electronics,23,0,2.9,0
441,713440833,2024-05-18 02:00:00,39.83,Jewelry,2,0,0.0,0
442,713440833,2024-07-25 22:00:00,49.75,ATM Withdrawal,22,0,75.0,0
443,713440833,2024-01-08 20:00:00,23.11,Travel,20,0,0.9,0
444,713440833,2024-07-04 17:00:00,19.78,Grocery,17,1,390.6,0
445,713440833,2024-05-09 00:00:00,31.95,Online Retail,0,0,30.2,0
446,713440833,2024-08-05 04:00:00,80.99,Online Retail,4,0,12.4,0
447,713440833,2024-08-21 14:00:00,30.19,Gas Station,14,0,28.0,0
448,713440833,2024-09-07 22:00:00,23.3,Online Retail,22,0,10.3,0
449,713440833,2024-02-12 06:00:00,37.2,ATM Withdrawal,6,0,15.2,0
450,713440833,2024-03-24 04:00:00,27.96,Gas Station,4,0,1.5,0
451,713440833,2024-07-04 09:00:00,96.44,Online Retail,9,0,10.9,0
452,713440833,2024-02-18 12:00:00,80.72,Travel,12,0,2.1,0
453,713440833,2024-10-08 09:00:00,46.64,Utility Bill,9,0,3.4,0
454,803335008,2024-02-04 18:00:00,93.56,Gas Station,18,0,3.2,0
455,803335008,2024-01-10 22:00:00,194.38,Online Retail,22,0,34.0,0
456,803335008,2024-11-15 13:00:00,172.02,Gas Station,13,0,6.2,0
457,803335008,2024-11-03 21:00:00,198.99,Travel,21,0,16.2,0
458,803335008,2024-06-01 08:00:00,83.04,Restaurant,8,0,14.9,0
459,803335008,2024-06-24 20:00:00,142.14,Online Retail,20,0,22.8,0
460,803335008,2024-09-19 16:00:00,175.03,Online Retail,16,0,26.4,0
461,803335008,2024-02-23 22:00:00,212.66,Travel,22,0,28.5,0
462,803335008,2024-02-28 08:00:00,124.65,Utility Bill,8,0,6.1,0
463,803335008,2024-01-30 14:00:00,245.91,Grocery,14,0,12.0,0
464,803335008,2024-10-15 03:00:00,228.74,Online Retail,3,0,0.4,0
465,803335008,2024-07-17 18:00:00,52.42,Restaurant,18,0,11.5,0
466,803335008,2024-12-19 04:00:00,105.2,Grocery,4,0,29.8,0
467,803335008,2024-12-10 03:00:00,145.82,Gas Station,3,0,5.7,0
468,803335008,2024-09-09 07:00:00,149.61,Electronics,7,0,14.7,0
469,803335008,2024-08-28 07:00:00,58.13,Gas Station,7,0,11.9,0
470,803335008,2024-11-05 11:00:00,196.23,Electronics,11,0,6.1,0
471,803335008,2024-11-15 18:00:00,94.5,Electronics,18,0,1.1,0
472,803335008,2024-05-31 12:00:00,46.79,Grocery,12,0,19.8,0
473,803335008,2024-06-13 19:00:00,173.13,Gas Station,19,0,4.9,0
474,803335008,2024-02-11 09:00:00,290.45,ATM Withdrawal,9,0,52.9,0
475,803335008,2024-10-22 08:00:00,222.33,Utility Bill,8,0,11.0,0
476,803335008,2024-10-19 02:00:00,242.55,Restaurant,2,0,5.1,0
477,803335008,2024-02-14 21:00:00,123.97,Travel,21,0,9.2,0
478,803335008,2024-04-10 21:00:00,145.69,Restaurant,21,1,231.1,0
479,721448283,2024-07-31 01:00:00,27.98,Jewelry,1,0,44.0,0
480,721448283,2024-04-28 14:00:00,31.64,Electronics,14,0,42.0,0
481,721448283,2024-03-02 00:00:00,40.57,Restaurant,0,0,13.1,0
482,721448283,2024-11-16 00:00:00,50.4,Gas Station,0,0,19.4,0
483,721448283,2024-04-05 02:00:00,54.1,Jewelry,2,0,1.3,1
484,721448283,2024-11-21 18:00:00,49.42,Utility Bill,18,0,14.3,0
485,721448283,2024-11-15 20:00:00,78.05,Online Retail,20,0,20.1,0
486,721448283,2024-03-11 13:00:00,27.88,Grocery,13,0,4.3,0
487,721448283,2024-08-16 10:00:00,82.62,Restaurant,10,0,7.0,0
488,721448283,2024-07-11 03:00:00,133.94,Gas Station,3,0,11.8,0
489,721448283,2024-06-06 13:00:00,92.43,Jewelry,13,0,22.1,0
490,713768358,2024-03-23 10:00:00,214.69,Jewelry,10,0,4.7,0
491,713768358,2024-08-31 20:00:00,244.93,Electronics,20,0,31.0,0
492,713768358,2024-02-01 03:00:00,185.21,ATM Withdrawal,3,0,2.3,0
493,713768358,2024-11-01 12:00:00,309.89,Restaurant,12,0,10.5,0
494,713768358,2024-12-29 03:00:00,126.1,ATM Withdrawal,3,0,4.9,0
495,713768358,2024-06-13 20:00:00,196.21,Restaurant,20,0,1.1,0
496,713768358,2024-10-10 06:00:00,114.62,Restaurant,6,0,26.3,0
497,713768358,2024-01-23 20:00:00,387.06,Electronics,20,0,1.2,0
498,713768358,2024-11-26 13:00:00,38.3,Travel,13,0,45.8,0
499,713768358,2024-12-26 00:00:00,192.75,Grocery,0,0,35.1,0
500,713768358,2024-10-06 06:00:00,126.75,Gas Station,6,0,29.4,0
501,713768358,2024-10-06 21:00:00,30.52,Travel,21,0,9.2,0
502,713768358,2024-04-29 14:00:00,66.93,Online Retail,14,0,8.4,0
503,713768358,2024-08-28 21:00:00,303.03,Restaurant,21,0,6.4,0
504,713768358,2024-09-08 13:00:00,138.86,Gas Station,13,0,15.1,0
505,713768358,2024-08-07 06:00:00,84.37,Utility Bill,6,0,7.4,0
506,713768358,2024-03-18 07:00:00,68.34,ATM Withdrawal,7,1,428.6,0
507,713768358,2024-08-13 09:00:00,75.84,Gas Station,9,0,10.4,0
508,713768358,2024-05-01 15:00:00,353.79,Restaurant,15,0,17.9,0
509,713768358,2024-12-25 06:00:00,163.51,Travel,6,0,21.7,0
510,713768358,2024-07-14 20:00:00,77.72,Travel,20,0,14.2,0
511,713768358,2024-09-03 15:00:00,425.8,Gas Station,15,0,19.3,0
512,713768358,2024-09-05 21:00:00,224.05,Utility Bill,21,0,10.0,0
513,713768358,2024-12-02 14:00:00,101.47,Gas Station,14,0,1.2,0
514,713768358,2024-08-18 18:00:00,261.39,Restaurant,18,0,3.5,0
515,713834358,2024-02-14 19:00:00,78.13,Utility Bill,19,0,1.2,0
516,713834358,2024-05-12 14:00:00,69.3,Jewelry,14,0,42.9,0
517,713834358,2024-11-02 07:00:00,57.44,Gas Station,7,0,6.9,0
518,713834358,2024-02-19 16:00:00,44.27,Restaurant,16,0,15.0,0
519,713834358,2024-02-22 04:00:00,19.37,Utility Bill,4,0,6.5,0
520,713834358,2024-11-03 04:00:00,156.34,Gas Station,4,0,18.7,0
521,713834358,2024-03-30 16:00:00,26.33,Utility Bill,16,0,13.9,0
522,713834358,2024-02-04 09:00:00,19.97,Online Retail,9,0,15.0,0
523,708708858,2024-05-24 07:00:00,125.97,Jewelry,7,0,29.7,0
524,708708858,2024-03-28 01:00:00,19.26,Grocery,1,0,8.8,0
525,708708858,2024-11-01 14:00:00,96.58,Grocery,14,0,20.7,0
526,708708858,2024-03-29 13:00:00,28.65,Electronics,13,0,13.6,0
527,708708858,2024-01-10 22:00:00,77.15,Electronics,22,1,1236.1,0
528,708708858,2024-10-23 07:00:00,80.62,Grocery,7,0,4.5,0
529,708708858,2024-11-06 13:00:00,72.37,Gas Station,13,0,5.9,0
530,708708858,2024-10-16 07:00:00,107.89,ATM Withdrawal,7,0,8.6,0
531,708708858,2024-03-08 05:00:00,86.55,Restaurant,5,0,102.1,0
532,708708858,2024-04-23 12:00:00,78.92,Gas Station,12,0,12.7,0
533,708708858,2024-03-03 18:00:00,54.1,Gas Station,18,0,0.2,0
534,721508283,2024-01-11 05:00:00,55.05,Jewelry,5,0,37.3,0
535,721508283,2024-12-03 09:00:00,55.26,Gas Station,9,0,1.1,0
536,721508283,2024-11-14 09:00:00,88.66,Restaurant,9,0,13.0,0
537,721508283,2024-08-05 04:00:00,24.45,ATM Withdrawal,4,0,9.5,1
538,721508283,2024-12-18 21:00:00,25.79,Online Retail,21,0,18.8,0
539,721508283,2024-08-21 23:00:00,104.78,Restaurant,23,0,2.7,0
540,721508283,2024-02-15 08:00:00,48.23,Utility Bill,8,0,12.1,0
541,721508283,2024-09-30 21:00:00,26.77,Online Retail,21,0,16.5,0
542,721508283,2024-11-03 19:00:00,47.25,Restaurant,19,0,0.4,0
543,721508283,2024-05-16 12:00:00,33.14,ATM Withdrawal,12,0,12.8,0
544,721508283,2024-08-04 10:00:00,374.7,Jewelry,10,0,6.6,0
545,721508283,2024-02-18 19:00:00,65.86,ATM Withdrawal,19,0,32.2,0
546,721508283,2024-04-20 15:00:00,55.99,ATM Withdrawal,15,0,24.1,0
547,721508283,2024-04-12 16:00:00,41.56,Gas Station,16,0,54.4,0
548,721508283,2024-09-04 13:00:00,40.73,Electronics,13,0,1.0,0
549,788658483,2024-04-25 17:00:00,44.54,Grocery,17,0,2.8,0
550,788658483,2024-10-09 23:00:00,32.2,Jewelry,23,0,2.7,1
551,788658483,2024-06-23 23:00:00,48.56,Utility Bill,23,0,3.5,0
552,788658483,2024-08-29 09:00:00,67.19,ATM Withdrawal,9,0,6.6,0
553,788658483,2024-03-29 17:00:00,72.01,Online Retail,17,0,30.0,0
554,788658483,2024-06-23 10:00:00,36.07,Travel,10,0,24.4,0
555,788658483,2024-08-09 11:00:00,26.36,ATM Withdrawal,11,0,10.0,0
556,709285683,2024-04-11 22:00:00,31.0,Utility Bill,22,0,8.1,0
557,709285683,2024-02-17 07:00:00,182.97,Utility Bill,7,0,3.3,0
558,709285683,2024-10-11 08:00:00,99.31,Grocery,8,0,0.2,0
559,709285683,2024-11-14 18:00:00,8.29,Utility Bill,18,0,1.9,0
560,709285683,2024-02-18 06:00:00,25.24,Travel,6,0,21.6,0
561,709285683,2024-09-28 12:00:00,62.52,Grocery,12,0,10.1,0
562,709285683,2024-06-24 07:00:00,136.53,Travel,7,0,16.3,0
563,709285683,2024-09-27 12:00:00,35.32,Electronics,12,0,35.0,0
564,709285683,2024-06-09 22:00:00,39.68,ATM Withdrawal,22,0,2.3,0
565,709285683,2024-03-20 04:00:00,50.75,Gas Station,4,0,16.8,0
566,709285683,2024-11-17 06:00:00,94.93,Online Retail,6,0,20.9,0
567,709285683,2024-04-03 16:00:00,55.78,Restaurant,16,0,9.2,0
568,709285683,2024-02-08 17:00:00,44.26,ATM Withdrawal,17,0,43.4,0
569,709285683,2024-01-08 21:00:00,102.36,Travel,21,0,13.6,0
570,709285683,2024-09-29 13:00:00,151.58,Restaurant,13,0,2.8,0
571,709285683,2024-11-09 14:00:00,29.34,Travel,14,0,10.7,0
572,709285683,2024-12-31 00:00:00,90.19,Online Retail,0,0,39.5,0
573,709285683,2024-10-21 11:00:00,41.31,Restaurant,11,0,1.8,0
574,714603558,2024-08-15 10:00:00,22.23,Grocery,10,0,7.5,0
575,714603558,2024-01-25 20:00:00,51.57,Grocery,20,0,39.7,0
576,714603558,2024-05-13 12:00:00,18.53,Electronics,12,0,11.2,0
577,714603558,2024-01-08 18:00:00,38.82,Gas Station,18,0,0.6,0
578,714603558,2024-11-24 05:00:00,41.98,Grocery,5,0,5.7,0
579,714603558,2024-02-28 16:00:00,11.7,Gas Station,16,0,49.6,0
580,714603558,2024-10-10 08:00:00,46.13,Grocery,8,0,8.6,0
581,714603558,2024-09-26 00:00:00,33.74,Gas Station,0,0,71.9,0
582,714603558,2024-08-17 23:00:00,26.67,ATM Withdrawal,23,0,39.6,0
583,714603558,2024-10-26 13:00:00,22.61,ATM Withdrawal,13,0,36.7,0
584,714603558,2024-01-07 09:00:00,52.18,Jewelry,9,0,15.6,0
585,717622308,2024-09-18 15:00:00,38.23,Gas Station,15,0,9.3,0
586,717622308,2024-08-22 22:00:00,45.83,Restaurant,22,0,33.9,0
587,717622308,2024-01-27 01:00:00,51.74,Travel,1,0,6.3,0
588,717622308,2024-03-13 20:00:00,31.97,Jewelry,20,0,11.4,0
589,717622308,2024-09-10 23:00:00,89.87,Online Retail,23,0,11.9,0
590,717622308,2024-05-19 03:00:00,128.53,Travel,3,0,1.7,0
591,717622308,2024-06-12 09:00:00,36.17,Travel,9,0,0.2,0
592,717622308,2024-05-09 12:00:00,152.84,Electronics,12,0,6.7,0
593,717622308,2024-04-09 00:00:00,61.7,Electronics,0,0,14.4,0
594,717622308,2024-05-26 12:00:00,37.54,Travel,12,0,5.3,1
595,717622308,2024-03-29 19:00:00,39.97,Utility Bill,19,0,11.1,0
596,717622308,2024-02-01 00:00:00,43.86,Grocery,0,0,17.5,0
597,717622308,2024-08-13 14:00:00,61.4,Jewelry,14,0,12.2,0
598,717622308,2024-12-18 15:00:00,63.23,Grocery,15,0,27.6,0
599,717622308,2024-06-18 20:00:00,88.52,Jewelry,20,0,0.3,1
600,717622308,2024-12-27 22:00:00,85.79,Grocery,22,0,0.5,0
601,717622308,2024-12-19 17:00:00,74.07,Jewelry,17,0,39.5,0
602,717622308,2024-01-30 14:00:00,31.3,Travel,14,0,41.8,0
603,713693958,2024-08-09 15:00:00,12.03,Online Retail,15,0,5.8,0
604,713693958,2024-02-22 00:00:00,88.7,Restaurant,0,0,20.8,0
605,713693958,2024-06-25 03:00:00,40.43,Electronics,3,0,0.4,0
606,713693958,2024-07-14 02:00:00,29.71,Restaurant,2,0,10.5,0
607,713693958,2024-08-29 23:00:00,55.21,Travel,23,0,7.2,0
608,713693958,2024-05-25 09:00:00,38.3,Gas Station,9,0,0.7,0
609,713693958,2024-09-15 04:00:00,37.33,Restaurant,4,0,43.0,0
610,715098333,2024-09-27 05:00:00,62.0,Travel,5,0,27.9,0
611,715098333,2024-09-27 02:00:00,64.42,Online Retail,2,0,18.7,1
612,715098333,2024-06-01 16:00:00,45.26,Online Retail,16,0,6.4,0
613,715098333,2024-12-29 15:00:00,48.66,Gas Station,15,0,9.1,1
614,715098333,2024-05-13 13:00:00,74.48,Travel,13,0,1.9,0
615,715098333,2024-05-09 19:00:00,46.75,Gas Station,19,0,8.1,0
616,715098333,2024-02-22 09:00:00,92.96,Utility Bill,9,0,1.3,0
617,715098333,2024-07-12 10:00:00,37.16,Utility Bill,10,0,27.0,0
618,715098333,2024-11-08 01:00:00,45.96,Grocery,1,0,8.2,0
619,715098333,2024-02-03 14:00:00,34.74,Grocery,14,0,13.3,0
620,715098333,2024-10-14 01:00:00,98.47,Jewelry,1,0,11.5,0
621,715098333,2024-11-19 07:00:00,53.86,Travel,7,0,7.9,0
622,715098333,2024-10-03 23:00:00,27.1,Grocery,23,0,1.4,0
623,715098333,2024-07-05 22:00:00,87.17,Jewelry,22,0,20.9,0
624,715098333,2024-04-01 02:00:00,42.15,Electronics,2,0,17.8,0
625,715098333,2024-02-17 19:00:00,75.77,Electronics,19,0,19.9,0
626,715098333,2024-12-02 15:00:00,80.74,Jewelry,15,0,26.3,0
627,715098333,2024-02-07 21:00:00,36.18,Travel,21,0,32.6,0
628,715098333,2024-08-06 05:00:00,82.24,Gas Station,5,0,16.7,0
629,715098333,2024-03-17 21:00:00,69.64,Online Retail,21,0,4.7,0
630,719239158,2024-07-26 09:00:00,189.41,Utility Bill,9,0,1.9,0
631,719239158,2024-08-16 20:00:00,211.57,Utility Bill,20,0,8.5,0
632,719239158,2024-05-01 16:00:00,58.26,ATM Withdrawal,16,0,15.5,0
633,719239158,2024-09-28 03:00:00,62.09,ATM Withdrawal,3,0,11.1,0
634,719239158,2024-09-17 14:00:00,117.03,Grocery,14,0,21.7,0
635,719239158,2024-07-03 11:00:00,93.26,Gas Station,11,0,33.1,0
636,719239158,2024-03-26 21:00:00,71.23,Restaurant,21,0,4.8,0
637,719239158,2024-06-07 21:00:00,109.01,ATM Withdrawal,21,0,0.9,0
638,719239158,2024-01-31 19:00:00,25.38,Utility Bill,19,0,1.8,0
639,719239158,2024-05-20 11:00:00,47.93,Utility Bill,11,0,14.6,0
640,719239158,2024-07-26 01:00:00,74.83,Travel,1,0,11.9,0
641,719239158,2024-01-10 23:00:00,143.8,Restaurant,23,0,11.9,0
642,719239158,2024-07-12 11:00:00,175.18,Restaurant,11,0,28.6,0
643,719239158,2024-06-20 12:00:00,20.9,Online Retail,12,0,43.8,0
644,719239158,2024-05-15 03:00:00,91.8,Electronics,3,0,2.1,0
645,719239158,2024-03-19 22:00:00,79.41,Jewelry,22,0,6.3,0
646,719239158,2024-04-15 08:00:00,64.66,Grocery,8,0,10.4,0
647,719239158,2024-03-20 13:00:00,24.2,Online Retail,13,0,0.0,0
648,710027508,2024-04-25 13:00:00,73.21,Gas Station,13,0,11.7,0
649,710027508,2024-05-27 21:00:00,25.1,Electronics,21,0,67.4,0
650,710027508,2024-10-18 00:00:00,42.86,Travel,0,0,1.5,0
651,710027508,2024-06-22 15:00:00,98.59,Jewelry,15,1,699.2,0
652,710027508,2024-01-27 14:00:00,9.46,Electronics,14,0,10.1,0
653,710027508,2024-09-14 04:00:00,94.51,Gas Station,4,0,17.7,0
654,710027508,2024-07-12 03:00:00,26.6,Travel,3,0,78.6,0
655,710027508,2024-06-15 20:00:00,31.95,Utility Bill,20,0,4.0,0
656,714318033,2024-12-12 22:00:00,20.53,Gas Station,22,0,11.7,0
657,714318033,2024-12-21 22:00:00,57.43,Travel,22,0,15.2,0
658,714318033,2024-05-26 05:00:00,75.92,Gas Station,5,0,5.5,0
659,714318033,2024-02-19 14:00:00,30.05,ATM Withdrawal,14,0,15.4,1
660,714318033,2024-11-16 13:00:00,63.2,Jewelry,13,0,42.6,0
661,714318033,2024-05-31 06:00:00,84.87,Utility Bill,6,0,8.0,0
662,714318033,2024-11-08 10:00:00,65.16,Restaurant,10,1,379.6,0
663,714318033,2024-09-30 16:00:00,27.51,Grocery,16,0,1.8,0
664,714318033,2024-07-04 18:00:00,59.04,ATM Withdrawal,18,0,14.3,0
665,714318033,2024-07-16 09:00:00,32.53,Online Retail,9,0,2.2,0
666,714318033,2024-02-28 06:00:00,15.17,Utility Bill,6,0,1.8,0
667,714318033,2024-12-31 03:00:00,51.6,Electronics,3,0,0.9,0
668,714318033,2024-03-15 08:00:00,61.02,Restaurant,8,0,1.9,0
669,714318033,2024-12-01 15:00:00,22.62,Utility Bill,15,0,30.6,0
670,720126033,2024-11-23 06:00:00,32.14,Grocery,6,0,21.1,0
671,720126033,2024-04-23 03:00:00,203.27,Jewelry,3,0,4.9,0
672,720126033,2024-08-02 12:00:00,40.81,Travel,12,0,13.9,0
673,720126033,2024-04-29 06:00:00,66.08,Electronics,6,1,72.1,0
674,720126033,2024-07-13 14:00:00,38.79,Electronics,14,0,0.4,0
675,720126033,2024-09-28 05:00:00,46.77,Gas Station,5,0,8.8,0
676,720126033,2024-12-10 17:00:00,23.07,Online Retail,17,0,10.5,0
677,720126033,2024-07-18 20:00:00,12.08,Jewelry,20,0,47.5,0
678,720126033,2024-08-04 22:00:00,21.02,Gas Station,22,0,0.3,0
679,720126033,2024-08-31 09:00:00,34.41,Travel,9,0,7.0,0
680,720126033,2024-12-26 09:00:00,90.08,Gas Station,9,0,7.3,0
681,720126033,2024-07-10 07:00:00,8.97,Jewelry,7,0,3.2,0
682,720126033,2024-02-03 02:00:00,178.3,Electronics,2,0,12.8,1
683,720126033,2024-03-29 06:00:00,72.23,Utility Bill,6,0,0.7,0
684,720126033,2024-09-13 11:00:00,54.22,Electronics,11,0,43.8,0
685,720126033,2024-12-07 22:00:00,19.47,Grocery,22,1,922.4,0
686,720126033,2024-08-17 18:00:00,55.89,Restaurant,18,0,21.8,0
687,720126033,2024-12-26 01:00:00,42.13,Online Retail,1,0,51.5,0
688,720126033,2024-09-05 12:00:00,53.88,Travel,12,0,1.5,0
689,720126033,2024-09-09 17:00:00,70.71,Restaurant,17,0,22.8,0
690,720126033,2024-12-06 10:00:00,166.13,Travel,10,0,5.9,0
691,720126033,2024-08-03 00:00:00,49.66,Jewelry,0,0,57.4,0
692,814195758,2024-06-28 17:00:00,170.93,Gas Station,17,0,4.8,0
693,814195758,2024-08-28 02:00:00,36.92,Online Retail,2,0,16.9,0
694,814195758,2024-07-12 21:00:00,76.77,Jewelry,21,0,16.9,0
695,814195758,2024-07-27 22:00:00,41.98,Travel,22,0,8.1,0
696,814195758,2024-09-20 22:00:00,29.43,Restaurant,22,0,16.0,0
697,814195758,2024-08-17 15:00:00,53.31,Restaurant,15,0,4.5,0
698,814195758,2024-10-16 20:00:00,21.85,Utility Bill,20,0,14.1,0
699,814195758,2024-11-04 16:00:00,43.26,Online Retail,16,0,3.0,0
700,814195758,2024-10-18 10:00:00,23.23,Jewelry,10,0,19.9,0
701,814195758,2024-05-05 00:00:00,67.33,ATM Withdrawal,0,0,14.7,0
702,814195758,2024-08-01 12:00:00,32.0,ATM Withdrawal,12,0,15.4,0
703,814195758,2024-07-03 18:00:00,68.09,Restaurant,18,0,14.2,0
704,814195758,2024-05-10 09:00:00,102.37,Grocery,9,0,4.7,0
705,814195758,2024-01-06 05:00:00,81.43,Restaurant,5,0,1.0,0
706,814195758,2024-04-02 09:00:00,19.79,Travel,9,0,18.8,0
707,814195758,2024-08-17 03:00:00,124.62,Online Retail,3,0,16.6,0
708,814195758,2024-10-24 15:00:00,22.24,Grocery,15,0,12.2,0
709,814195758,2024-06-26 12:00:00,66.21,Online Retail,12,0,20.0,0
